Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Best_Companies,Number_of_employees,MarketCap_March31_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,Footnote,MarketCap_Updated_M,Updated
332,International Flavors & Fragrances,IFF,Chemicals,Chemicals,no,no,no,yes,-10.0,no,yes,no,no,no,24600,23456.0,12440,6.7,-1871,-793.0,35407,Franklin K. Clyburn Jr.,U.S.,New York,NY,www.iff.com,Public,"Market value as of March 31, 2023.",23456.0,2023-06-05
333,Jones Financial (Edward Jones),,Financials,Securities,yes,no,yes,yes,-30.0,no,yes,no,no,yes,52000,,12411,0.3,1404,-12.5,29892,Penny Pennington,U.S.,Des Peres,MO,www.edwardjones.com,Private,A partnership. Net income before allocations to partners. Total partnership capital subject to mandatory redemption.,,2023-06-05
334,Dick's Sporting Goods,DKS,Retailing,Specialty Retailers: Other,yes,no,yes,yes,-27.0,no,yes,no,no,no,35800,12148.0,12368,0.6,1043,-31.4,8992,Lauren R. Hobart,U.S.,Coraopolis,PA,www.dickssportinggoods.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",12148.0,2023-06-05
335,Eversource Energy,ES,Energy,Utilities: Gas and Electric,yes,no,no,yes,23.0,yes,no,no,no,no,9626,27287.0,12289,24.6,1405,15.1,53231,Joseph R. Nolan Jr.,U.S.,Springfield,MA,www.eversource.com,Public,"Market value as of March 31, 2023.",27287.0,2023-06-05
336,Wayfair,W,Retailing,Internet Services and Retailing,no,yes,no,no,-61.0,no,yes,no,no,no,15745,3796.0,12218,-10.9,-1331,,3580,Niraj S. Shah,U.S.,Boston,MA,www.wayfair.com,Public,"Market value as of March 31, 2023.",3796.0,2023-06-05
337,Community Health Systems,CYH,Health Care,Health Care: Medical Facilities,yes,no,no,no,-33.0,no,yes,no,no,no,58500,670.0,12211,-1.3,46,-80.0,14669,Tim L. Hingtgen,U.S.,Franklin,TN,www.chs.net,Public,"Market value as of March 31, 2023.",670.0,2023-06-05
338,Ally Financial,ALLY,Financials,Diversified Financials,yes,no,no,yes,7.0,yes,no,no,no,yes,11600,7668.0,12199,14.1,1714,-44.0,191826,Jeffrey J. Brown,U.S.,Detroit,MI,www.ally.com,Public,"Market value as of March 31, 2023.",7668.0,2023-06-05
339,Regeneron Pharmaceuticals,REGN,Health Care,Pharmaceuticals,yes,yes,no,yes,-108.0,no,yes,no,no,no,11851,89830.0,12173,-24.3,4338,-46.3,29215,Leonard S. Schleifer,U.S.,Tarrytown,NY,www.regeneron.com,Public,"Market value as of March 31, 2023.",89830.0,2023-06-05
340,Liberty Media,LSXMA,Media,Entertainment,yes,no,no,yes,-14.0,no,yes,no,no,no,7283,9130.0,12164,6.7,1815,356.0,42464,Gregory B. Maffei,U.S.,Englewood,CO,www.libertymedia.com,Public,"Market value of Liberty SiriusXM stock. Market value as of March 31, 2023.",9130.0,2023-06-05
341,APA,APA,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,90.0,yes,no,no,no,no,2273,11213.0,12132,53.0,3674,277.6,13147,John J. Christmann IV,U.S.,Houston,TX,www.apacorp.com,Public,"Market value as of March 31, 2023.",11213.0,2023-06-05
342,Qurate Retail,QRTEA,Retailing,Internet Services and Retailing,no,no,no,no,-77.0,no,yes,no,no,no,24683,406.0,12106,-13.8,-2594,-862.9,12571,David L. Rawlinson II,U.S.,Englewood,CO,www.qurateretail.com,Public,"Market value as of March 31, 2023.",406.0,2023-06-05
343,FirstEnergy,FE,Energy,Utilities: Gas and Electric,yes,no,no,no,,,,no,no,no,12335,22924.0,12053,12.0,406,-68.4,46108,Brian X. Tierney,U.S.,Akron,OH,www.firstenergycorp.com,Public,"Excise taxes have been deducted. Market value as of March 31, 2023.",22924.0,2023-06-05
344,Analog Devices,ADI,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,119.0,yes,no,no,no,no,24450,99764.0,12014,64.2,2749,97.7,50302,Vincent T. Roche,U.S.,Wilmington,MA,www.analog.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",99764.0,2023-06-05
345,Ryder System,R,Transportation,Transportation and Logistics,yes,no,no,yes,20.0,yes,no,no,no,no,48300,4147.0,12011,24.3,867,67.0,14395,Robert E. Sanchez,U.S.,Miami,FL,www.ryder.com,Public,"Market value as of March 31, 2023.",4147.0,2023-06-05
346,Avis Budget Group,CAR,Retailing,"Automotive Retailing, Services",yes,no,no,yes,32.0,yes,no,no,no,no,21500,7689.0,11994,28.8,2764,115.1,25927,Joseph A. Ferraro,U.S.,Parsippany,NJ,www.avisbudgetgroup.com,Public,"Market value as of March 31, 2023.",7689.0,2023-06-05
347,Unum Group,UNM,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,-30.0,no,yes,no,no,no,10801,7805.0,11991,-0.2,1314,59.5,61435,Richard P. McKenney,U.S.,Chattanooga,TN,www.unum.com,Public,"Market value as of March 31, 2023.",7805.0,2023-06-05
348,Newmont,NEM,Energy,"Mining, Crude-Oil Production",no,no,no,yes,-40.0,no,yes,no,no,no,14600,38947.0,11915,-2.5,-429,-136.8,38482,Thomas R. Palmer,U.S.,Denver,CO,www.newmont.com,Public,"Market value as of March 31, 2023.",38947.0,2023-06-05
349,VF,VFC,Apparel,Apparel,yes,no,no,no,31.0,yes,no,no,no,no,27650,8904.0,11842,28.2,1387,240.0,13342,Bracken Darrell,U.S.,Denver,CO,www.vfc.com,Public,"Figures are for fiscal year ended March 31, 2022. Market value as of March 31, 2023.",8904.0,2023-06-05
350,Chesapeake Energy,CHK,Energy,"Mining, Crude-Oil Production",yes,no,no,no,185.0,yes,no,yes,no,no,1200,10244.0,11743,102.2,4936,,15468,Domenic J. Dell&#039;Osso Jr.,U.S.,Oklahoma City,OK,www.chk.com,Public,"Net income and earnings per share percent changes are not available due to emergence from bankruptcy and fresh-start accounting, Feb. 9, 2021. Market value as of March 31, 2023.",10244.0,2023-06-05
351,Mohawk Industries,MHK,Household Products,"Home Equipment, Furnishings",yes,no,no,no,-21.0,no,yes,no,no,no,40900,6368.0,11737,4.8,25,-97.6,14120,Jeffrey S. Lorberbaum,U.S.,Calhoun,GA,www.mohawkind.com,Public,"Market value as of March 31, 2023.",6368.0,2023-06-05
352,Markel,MKL,Financials,Insurance: Property and Casualty (Stock),no,no,no,yes,-63.0,no,yes,no,no,no,20900,17094.0,11675,-9.1,-214,-108.8,49791,Thomas S. Gayner,U.S.,Glen Allen,VA,www.markel.com,Public,"Market value as of March 31, 2023.",17094.0,2023-06-05
353,Expedia Group,EXPE,Retailing,Internet Services and Retailing,yes,no,no,yes,51.0,yes,no,no,no,no,16500,14879.0,11667,35.7,352,2833.3,21561,Peter M. Kern,U.S.,Seattle,WA,www.expediagroup.com,Public,"Market value as of March 31, 2023.",14879.0,2023-06-05
354,Caesars Entertainment,CZR,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",no,no,no,no,-19.0,no,yes,no,no,no,49000,10503.0,11647,4.8,-899,,33527,Thomas R. Reeg,U.S.,Reno,NV,www.caesars.com,Public,"Includes revenues from discontinued operations. Market value as of March 31, 2023.",10503.0,2023-06-05
355,United Rentals,URI,Business Services,Equipment Leasing,yes,no,no,yes,8.0,yes,no,no,no,no,24600,27460.0,11642,19.8,2105,51.9,24183,Matthew J. Flannery,U.S.,Stamford,CT,www.unitedrentals.com,Public,"Market value as of March 31, 2023.",27460.0,2023-06-05
356,Apollo Global Management,APO,Financials,Securities,no,yes,no,yes,30.0,yes,no,no,no,no,4258,36042.0,11627,27.4,-3213,-274.8,259333,Marc Rowan,U.S.,New York,NY,www.apollo.com,Public,"Market value as of March 31, 2023.",36042.0,2023-06-05
357,DaVita,DVA,Health Care,Health Care: Medical Facilities,yes,no,no,yes,-34.0,no,yes,no,no,no,70000,7332.0,11610,-0.1,560,-42.7,16928,Javier J. Rodriguez,U.S.,Denver,CO,www.davita.com,Public,"Market value as of March 31, 2023.",7332.0,2023-06-05
358,Hess,HES,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,89.0,yes,no,no,no,no,1623,40520.0,11570,52.6,2096,275.0,21695,John B. Hess,U.S.,New York,NY,www.hess.com,Public,"Market value as of March 31, 2023.",40520.0,2023-06-05
359,Fidelity National Financial,FNF,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,-121.0,no,yes,no,no,no,21759,9508.0,11556,-26.1,1136,-53.1,65589,Michael J. Nolan,U.S.,Jacksonville,FL,www.fnf.com,Public,"Market value as of March 31, 2023.",9508.0,2023-06-05
360,Conagra Brands,CAG,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,-29.0,no,yes,no,no,no,18000,17902.0,11536,3.1,888,-31.6,22435,Sean M. Connolly,U.S.,Chicago,IL,www.conagrabrands.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of March 31, 2023.",17902.0,2023-06-05
361,Univar Solutions,,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,8.0,yes,no,no,no,no,9746,5521.0,11475,20.3,545,18.4,7146,David C. Jukes,U.S.,Downers Grove,IL,www.univarsolutions.com,Private,"Went private, Aug. 1, 2023. Market value as of March 31, 2023.",5521.0,2023-06-05
362,Auto-Owners Insurance,,Financials,Insurance: Property and Casualty (Mutual),no,no,no,yes,-23.0,no,yes,no,no,no,6733,,11407,3.9,-55,-104.1,33219,Jamie Whisnant,U.S.,Lansing,MI,www.auto-owners.com,Private,"Market value as of March 31, 2021.",,2023-06-05
363,Raymond James Financial,RJF,Financials,Securities,yes,no,no,yes,-7.0,no,yes,no,no,no,17000,20086.0,11308,14.1,1509,7.6,80951,Paul C. Reilly,U.S.,St. Petersburg,FL,www.raymondjames.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",20086.0,2023-06-05
364,Seaboard,SEB,"Food, Beverages & Tobacco",Food Production,yes,no,no,no,18.0,yes,no,no,no,no,12614,4376.0,11243,21.8,580,1.8,7902,Robert L. Steer,U.S.,Merriam,KS,www.seaboardcorp.com,Public,"Market value as of March 31, 2023.",4376.0,2023-06-05
365,CF Industries Holdings,CF,Chemicals,Chemicals,yes,no,no,no,127.0,yes,no,no,no,no,2659,14206.0,11186,71.1,3346,264.8,13313,W. Anthony Will,U.S.,Deerfield,IL,www.cfindustries.com,Public,"Market value as of March 31, 2023.",14206.0,2023-06-05
366,S&P Global,SPGI,Business Services,Financial Data Services,yes,no,no,yes,51.0,yes,no,no,no,no,39950,113066.0,11181,34.8,3248,7.4,61784,Douglas L. Peterson,U.S.,New York,NY,www.spglobal.com,Public,"Market value as of March 31, 2023.",113066.0,2023-06-05
367,W.R. Berkley,WRB,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,4.0,yes,no,no,no,no,8186,16402.0,11167,18.1,1381,35.1,33861,W. Robert Berkley Jr.,U.S.,Greenwich,CT,www.berkley.com,Public,"Market value as of March 31, 2023.",16402.0,2023-06-05
368,Advance Auto Parts,AAP,Retailing,Specialty Retailers: Other,yes,no,no,no,-31.0,no,yes,no,no,no,53500,7208.0,11155,1.4,502,-18.5,12019,Shane M. O’Kelly,U.S.,Raleigh,NC,www.advanceautoparts.com,Public,"Market value as of March 31, 2023.",7208.0,2023-06-05
369,EMCOR Group,EME,Engineering & Construction,Engineering & Construction,yes,no,no,yes,-12.0,no,yes,no,no,no,35500,7754.0,11076,11.8,406,5.9,5525,Anthony J. Guzzi,U.S.,Norwalk,CT,www.emcorgroup.com,Public,"Market value as of March 31, 2023.",7754.0,2023-06-05
370,Williams,WMB,Energy,Pipelines,yes,no,no,yes,-23.0,no,yes,no,no,no,5043,36394.0,10965,3.2,2049,35.1,48433,Alan S. Armstrong,U.S.,Tulsa,OK,www.williams.com,Public,"Market value as of March 31, 2023.",36394.0,2023-06-05
371,Interpublic Group,IPG,Business Services,"Advertising, marketing",yes,no,no,yes,-18.0,no,yes,no,no,no,58400,14341.0,10928,6.7,938,-1.6,18845,Philippe Krakowsky,U.S.,New York,NY,www.interpublic.com,Public,"Market value as of March 31, 2023.",14341.0,2023-06-05
372,TravelCenters of America,,Retailing,Specialty Retailers: Other,yes,no,no,yes,89.0,yes,no,no,no,no,17195,1306.0,10845,47.8,164,180.3,3653,Jonathan M. Pertchik,U.S.,Westlake,OH,www.ta-petro.com,Private,"Acquired by BP Products North America, a wholly owned indirect subsidiary of BP (U.K.), May 15, 2023. Excise taxes have been deducted. Market value as of March 31, 2023.",1306.0,2023-06-05
373,American Tower,AMT,Financials,Real estate,yes,no,no,yes,2.0,yes,no,no,no,no,6391,95150.0,10711,14.5,1766,-31.2,67195,Thomas A. Bartlett,U.S.,Boston,MA,www.americantower.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",95150.0,2023-06-05
374,Molson Coors Beverage,TAP,"Food, Beverages & Tobacco",Beverages,no,no,no,yes,-22.0,no,yes,no,no,no,16600,11360.0,10701,4.1,-175,-117.4,25868,Gavin D.K. Hattersley,U.S.,Chicago,IL,www.molsoncoors.com,Public,"Excise taxes have been deducted. Market value as of March 31, 2023.",11360.0,2023-06-05
375,Huntington Ingalls Industries,HII,Aerospace & Defense,Aerospace & Defense,yes,no,no,no,-5.0,no,yes,no,no,no,43000,8265.0,10676,12.1,579,6.4,10857,Christopher D. Kastner,U.S.,Newport News,VA,www.hii.com,Public,"Market value as of March 31, 2023.",8265.0,2023-06-05
376,NVR,NVR,Engineering & Construction,Homebuilders,yes,no,no,no,13.0,yes,no,no,no,no,6550,18096.0,10580,18.0,1726,39.5,5661,Eugene J. Bredow,U.S.,Reston,VA,www.nvrinc.com,Public,"Market value as of March 31, 2023.",18096.0,2023-06-05
377,Eastman Chemical,EMN,Chemicals,Chemicals,yes,no,no,yes,-28.0,no,yes,no,no,no,14500,10048.0,10580,1.0,793,-7.5,14667,Mark J. Costa,U.S.,Kingsport,TN,www.eastman.com,Public,"Market value as of March 31, 2023.",10048.0,2023-06-05
378,Graybar Electric,,Wholesalers,Wholesalers: Diversified,yes,no,yes,yes,21.0,yes,no,no,no,no,9400,,10534,20.2,453,72.6,3749,Kathleen M. Mazzarella,U.S.,St. Louis,MO,www.graybar.com,Private,"Figures are for the latest twelve months ended Sept. 30, 2022. Sources: Bloomberg; S&P Global.",,2023-06-05
379,Insight Enterprises,NSIT,Technology,Information Technology Services,yes,no,yes,yes,-6.0,no,yes,no,no,no,13448,4833.0,10431,10.5,281,27.9,5113,Joyce A. Mullen,U.S.,Chandler,AZ,www.insight.com,Public,"Market value as of March 31, 2023.",4833.0,2023-06-05
380,Hershey,HSY,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,yes,yes,8.0,yes,no,no,no,no,18970,51909.0,10419,16.1,1645,11.3,10949,Michele G. Buck,U.S.,Hershey,PA,www.thehersheycompany.com,Public,"Market value as of March 31, 2023.",51909.0,2023-06-05
381,News Corp.,NWSA,Media,"Publishing, Printing",yes,no,no,yes,-7.0,no,yes,no,no,no,25500,9972.0,10385,11.0,623,88.8,17221,Robert J. Thomson,U.S.,New York,NY,www.newscorp.com,Public,"Figures are for fiscal year ended June 30, 2022. Market value as of March 31, 2023.",9972.0,2023-06-05
382,Toll Brothers,TOL,Engineering & Construction,Homebuilders,yes,no,no,yes,15.0,yes,no,no,no,no,5200,6647.0,10276,16.9,1287,54.3,12289,Douglas C. Yearley Jr.,U.S.,Fort Washington,PA,www.tollbrothers.com,Public,"Figures are for fiscal year ended Oct. 31, 2022. Market value as of March 31, 2023.",6647.0,2023-06-05
383,Ulta Beauty,ULTA,Retailing,Specialty Retailers: Other,yes,no,no,yes,19.0,yes,no,no,no,no,35750,27390.0,10209,18.3,1242,26.0,5370,David C. Kimbell,U.S.,Bolingbrook,IL,www.ulta.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",27390.0,2023-06-05
384,Assurant,AIZ,Financials,Insurance: Property and Casualty (Stock),yes,no,no,no,-59.0,no,yes,no,no,no,13700,6354.0,10193,-10.7,277,-79.7,33124,Keith W. Demmings,U.S.,Atlanta,GA,www.assurant.com,Public,"Market value as of March 31, 2023.",6354.0,2023-06-05
385,Weyerhaeuser,WY,Materials,Forest and Paper Products,yes,no,no,yes,-31.0,no,yes,no,no,no,9264,22082.0,10184,-0.2,1880,-27.9,17340,Devin W. Stockfish,U.S.,Seattle,WA,www.weyerhaeuser.com,Public,"A real estate investment trust. Market value as of March 31, 2023.",22082.0,2023-06-05
386,Biogen,BIIB,Health Care,Pharmaceuticals,yes,no,no,no,-48.0,no,yes,no,no,no,8725,40171.0,10173,-7.4,3047,95.8,24554,Christopher A. Viehbacher,U.S.,Cambridge,MA,www.biogen.com,Public,"Market value as of March 31, 2023.",40171.0,2023-06-05
387,Dana,DAN,Motor Vehicles & Parts,Motor Vehicles & Parts,no,no,no,yes,4.0,yes,no,no,no,no,41800,2172.0,10156,13.5,-242,-222.8,7449,James K. Kamsickas,U.S.,Maumee,OH,www.dana.com,Public,"Market value as of March 31, 2023.",2172.0,2023-06-05
388,UGI,UGI,Energy,Utilities: Gas and Electric,yes,no,no,no,67.0,yes,no,no,no,no,10000,7284.0,10106,35.7,1073,-26.9,17575,Roger Perreault,U.S.,King of Prussia,PA,www.ugicorp.com,Public,"Figures are for fiscal year ended Sept. 30, 2022. Market value as of March 31, 2023.",7284.0,2023-06-05
389,Chewy,CHWY,Retailing,Internet Services and Retailing,yes,no,no,no,5.0,yes,no,no,no,no,19400,15959.0,10099,13.6,49,,2515,Sumit Singh,U.S.,Plantation,FL,www.chewy.com,Public,"Figures are for fiscal year ended Jan. 31, 2023. Market value as of March 31, 2023.",15959.0,2023-06-05
390,Owens & Minor,OMI,Health Care,Wholesalers: Health Care,yes,no,no,yes,-29.0,no,yes,no,no,no,22500,1109.0,9956,1.7,22,-89.9,5386,Edward A. Pesicka,U.S.,Mechanicsville,VA,www.owens-minor.com,Public,"Market value as of March 31, 2023.",1109.0,2023-06-05
391,Quest Diagnostics,DGX,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,no,-49.0,no,yes,no,no,no,44500,15750.0,9883,-8.4,946,-52.6,12837,James E. Davis,U.S.,Secaucus,NJ,www.questdiagnostics.com,Public,"Market value as of March 31, 2023.",15750.0,2023-06-05
392,Public Service Enterprise Group,PEG,Energy,Utilities: Gas and Electric,yes,no,no,no,-30.0,no,yes,no,no,no,12525,31148.0,9800,0.8,1031,,48718,Ralph A. LaRossa,U.S.,Newark,NJ,www.pseg.com,Public,"Market value as of March 31, 2023.",31148.0,2023-06-05
393,eBay,EBAY,Technology,Internet Services and Retailing,no,no,no,yes,-92.0,no,yes,no,no,no,11600,23821.0,9795,-21.0,-1269,-109.3,20850,Jamie Iannone,U.S.,San Jose,CA,www.ebay.com,Public,"Market value as of March 31, 2023.",23821.0,2023-06-05
394,MasTec,MTZ,Engineering & Construction,Engineering & Construction,yes,no,no,yes,35.0,yes,no,no,no,no,32000,7441.0,9778,23.0,33,-89.9,9293,José R. Mas,U.S.,Coral Gables,FL,www.mastec.com,Public,"Market value as of March 31, 2023.",7441.0,2023-06-05
395,Owens Corning,OC,Materials,"Building Materials, Glass",yes,no,no,no,13.0,yes,no,no,no,no,19000,8697.0,9761,14.9,1241,24.7,10752,Brian D. Chambers,U.S.,Toledo,OH,www.owenscorning.com,Public,"Market value as of March 31, 2023.",8697.0,2023-06-05
396,Celanese,CE,Chemicals,Chemicals,yes,no,yes,yes,10.0,yes,no,no,no,no,13263,12068.0,9673,13.3,1894,0.2,26272,Lori J. Ryerkerk,U.S.,Irving,TX,www.celanese.com,Public,"Market value as of March 31, 2023.",12068.0,2023-06-05
397,Altice USA,ATUS,Telecommunications,Telecommunications,yes,no,no,yes,-42.0,no,yes,no,no,no,11000,1560.0,9648,-4.4,195,-80.4,33665,Dennis Mathew,U.S.,Long Island City,NY,www.alticeusa.com,Public,"Market value as of March 31, 2023.",1560.0,2023-06-05
398,Alaska Air Group,ALK,Transportation,Airlines,yes,no,no,yes,116.0,yes,no,yes,no,no,24196,5348.0,9646,56.2,58,-87.9,14186,Benito Minicucci,U.S.,Seattle,WA,www.alaskaair.com,Public,"Market value as of March 31, 2023.",5348.0,2023-06-05
399,SpartanNash,SPTN,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,yes,-7.0,no,yes,no,no,no,14000,870.0,9643,8.0,35,-53.2,2307,Tony B. Sarsam,U.S.,Byron Center,MI,www.spartannash.com,Public,"Market value as of March 31, 2023.",870.0,2023-06-05
400,Diamondback Energy,FANG,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,79.0,yes,no,no,no,no,972,24816.0,9643,41.9,4386,101.0,26209,Travis D. Stice,U.S.,Midland,TX,www.diamondbackenergy.com,Public,"Market value as of March 31, 2023.",24816.0,2023-06-05
401,Intercontinental Exchange,ICE,Financials,Securities,yes,yes,no,yes,-17.0,no,yes,no,no,no,8911,58372.0,9636,5.1,1446,-64.4,194338,Jeffrey C. Sprecher,U.S.,Atlanta,GA,www.ice.com,Public,"Market value as of March 31, 2023.",58372.0,2023-06-05
402,Darden Restaurants,DRI,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,63.0,yes,no,no,no,no,178956,18884.0,9630,33.8,953,51.4,10136,Ricardo Cardenas,U.S.,Orlando,FL,www.darden.com,Public,"Figures are for fiscal year ended May 31, 2022. Market value as of March 31, 2023.",18884.0,2023-06-05
403,UFP Industries,UFPI,Materials,"Building Materials, Glass",yes,no,no,yes,-2.0,no,yes,no,no,no,15500,4964.0,9627,11.5,693,29.3,3672,Matthew J. Missad,U.S.,Grand Rapids,MI,www.ufpi.com,Public,"Market value as of March 31, 2023.",4964.0,2023-06-05
404,WEC Energy Group,WEC,Energy,Utilities: Gas and Electric,yes,no,no,yes,12.0,yes,no,no,no,no,7022,29900.0,9597,15.4,1408,8.3,41872,Scott J. Lauber,U.S.,Milwaukee,WI,www.wecenergygroup.com,Public,"Market value as of March 31, 2023.",29900.0,2023-06-05
405,Yum China Holdings,YUMC,"Hotels, Restaurants & Leisure",Food Services,yes,no,yes,no,-46.0,no,yes,no,no,no,275500,26517.0,9569,-2.9,442,-55.4,11826,Joey Wat,U.S.,Plano,TX,ir.yumchina.com,Public,"Market value as of March 31, 2023.",26517.0,2023-06-05
406,EnLink Midstream,ENLC,Energy,Pipelines,yes,no,no,yes,79.0,yes,no,no,no,no,1132,5102.0,9542,42.7,361,1512.9,8651,Jesse Arenivas,U.S.,Dallas,TX,www.enlink.com,Public,"A limited liability company. Market value as of March 31, 2023.",5102.0,2023-06-05
407,Continental Resources,CLR,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,137.0,yes,no,yes,no,no,1404,,9474,65.6,4025,142.3,20878,Doug Lawler,U.S.,Oklahoma City,OK,www.clr.com,Private,"Went private, Nov. 22, 2022.",22342.0,2023-06-05
408,Newell Brands,NWL,Household Products,"Home Equipment, Furnishings",yes,no,no,no,-60.0,no,yes,no,no,no,28000,5145.0,9459,-10.7,197,-65.6,13262,Christopher H. Peterson,U.S.,Atlanta,GA,www.newellbrands.com,Public,"Market value as of March 31, 2023.",5145.0,2023-06-05
